Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Phố Kim Mã, Phường Ngọc Khánh, Ba Đình, Hà Nội",78 m²,26 tỷ,11.3 m,,7 tầng,,,Có sổ,,,
"Phố Linh Lang, Phường Cống Vị, Ba Đình, Hà Nội",45 m²,5.8 tỷ,4.2 m,,5 tầng,,,Sổ đỏ,,,
"Phường Yên Nghĩa, Hà Đông, Hà Nội",38 m²,2.05 tỷ,3.6 m,,4 tầng,,,,,Đông - Nam,
"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",56 m²,4 tỷ,,,5 tầng,5 phòng,5 phòng,Sổ Đổ Đẹp,Đầy Đủ,,
"Phố Quan Nhân, Phường Hạ Đình, Thanh Xuân, Hà Nội",50 m²,11.5 tỷ,4 m,,7 tầng,,,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",46 m²,4.98 tỷ,,,2 tầng,,,,,,
"Ngõ 124, Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",90 m²,15.8 tỷ,,,5 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,,
"Ngõ 268, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",30 m²,3.4 tỷ,4.3 m,4 m,5 tầng,3 phòng,4 phòng,,Đầy đủ ,Đông - Nam,Đông - Nam
"Phường Dịch Vọng, Cầu Giấy, Hà Nội",63 m²,11.9 tỷ,4 m,,7 tầng,12 phòng,13 phòng,Sổ đỏ/ Sổ hồng,"Full nội thất: Điều hoà nóng lạnh giường tủ sofa bàn trà bếp từ hút mùi, chăn ga gối đệm.",,
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",45 m²,5.5 tỷ,,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",55 m²,11.2 tỷ,4.2 m,5 m,7 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất nhập ngoại.,,
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",36 m²,4.8 tỷ,3.4 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"189, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",47 m²,4.8 tỷ,3.6 m,2.8 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,Đông,
"Ngõ 122, Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",22 m²,2.35 tỷ,4 m,2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ.,,,
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",84 m²,16.8 tỷ,5.65 m,5 m,7 tầng,6 phòng,5 phòng,,Nội thất đầy đủ,Tây - Nam,
"Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội",38 m²,4.8 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Full nội thất sang trọng ngoại nhập. Lắp đặt đầy giường, tủ quần áo, bàn trang điểm, tủ bếp, nóng lạnh, mành rèm, trần thạch cao kết hợp đèn Led tiết kiệm điện. Cửa thông phòng, cầu thang, tay vịn gỗ ",,
"Ngõ 106, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",68 m²,16.5 tỷ,6 m,,5 tầng,,,,,,
"Phố Thể Giao, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",42 m²,7.5 tỷ,4 m,,5 tầng,,,,,,
"Phường Đồng Mai, Hà Đông, Hà Nội",50 m²,2.5 tỷ,,,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Triều Khúc, Thanh Xuân, Hà Nội",30 m²,2.9 tỷ,3.6 m,,,,,,,,
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",75 m²,9.3 tỷ,3.8 m,3 m,7 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Tây - Bắc,Tây - Bắc
"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội",42 m²,3.99 tỷ,4 m,4 m,5 tầng,4 phòng,3 phòng,Đã có sổ đỏ.,Đầy đủ.,,
"Đường Tây Trà, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",33 m²,3.2 tỷ,,,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 641, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",70 m²,8.6 tỷ,6 m,6 m,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",40 m²,3.95 tỷ,5 m,3.5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Ngõ 32, Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",31 m²,2 tỷ,7 m,2.2 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện cơ bản.,,
"Ngõ 68, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",60 m²,6.8 tỷ,5 m,,5 tầng,,,Sổ đỏ chính chủ.,,,
"Đường Thụy Khuê, Phường Ngọc Khánh, Ba Đình, Hà Nội",33 m²,4.3 tỷ,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",45 m²,4.4 tỷ,,,6 tầng,10 phòng,,Sổ đỏ chính chủ.,,,
"Ngõ 42, Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",65 m²,8.5 tỷ,4 m,7 m,5 tầng,6 phòng,5 phòng,Có sổ.,,Đông,Đông
"Đường Yên Hòa, Phường Yên Nghĩa, Hà Đông, Hà Nội",36 m²,1.85 tỷ,6 m,2.5 m,3 tầng,3 phòng,2 phòng,Sổ đỏ,,Tây - Bắc,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",178 m²,19.5 tỷ,9 m,5 m,3 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 105, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",37 m²,7.1 tỷ,4.1 m,4 m,4 tầng,4 phòng,,,Sang trọng,Đông - Nam,
"Đường Đào Tấn, Phường Kim Mã, Ba Đình, Hà Nội",40.2 m²,5.5 tỷ,3 m,2 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,Tây - Nam,
"Đường Đồng Bát, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",42.5 m²,5.39 tỷ,5 m,8 m,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,,
"Số 15, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",57 m²,6.2 tỷ,5 m,,4 tầng,4 phòng,,Sổ đỏ chính chủ.,,,
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",100 m²,28 tỷ,7 m,5 m,10 tầng,30 phòng,,Sổ đỏ vuông đét.,"Đầy đủ điều hoà tủ bếp nóng lạnh chăn ga sẵn khai thác - Nhà 10 tầng, thang máy, đầy đủ nội thất các phòng như: Điều hoà, nóng lạnh, máy giặt, giường tủ, bếp... Khách mua chỉ việc khai thác cho thuê.",,
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",55 m²,8.8 tỷ,5 m,2.5 m,6 tầng,12 phòng,13 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất cao cấp.,,
"Phường Phúc Đồng, Long Biên, Hà Nội",39.2 m²,6 tỷ,,12 m,4 tầng,4 phòng,,,"Để lại một số đồ nội thất liền tường cơ bản (điều hòa, tủ bếp mới kèm hút mùi, bếp từ nội địa nhật, tủ sách).",,
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",42 m²,Thỏa thuận,3.6 m,3 m,5 tầng,3 phòng,4 phòng,,"Cơ bản đầy đủ, chỉ việc dọn về ở ngay...",Tây - Nam,Tây - Nam
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",31.5 m²,Thỏa thuận,7 m,3.5 m,4 tầng,3 phòng,,Có sổ,,Tây,
"Ngõ 140/30, Đường Đông Thiên, Phường Tân Mai, Hoàng Mai, Hà Nội",37.1 m²,95.8 triệu/m²,7.59 m,2 m,5 tầng,3 phòng,3 phòng,,,Đông - Bắc,Đông - Bắc
"Phường Phú Lương, Hà Đông, Hà Nội",32 m²,2.3 tỷ,3.2 m,3 m,4 tầng,5 phòng,4 phòng,Sổ đỏ,Cơ bản,Tây - Bắc,Tây - Bắc
"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",40 m²,4.5 tỷ,5 m,,4 tầng,,,,,,
"Đường 422, Xã Vân Canh, Hoài Đức, Hà Nội",45 m²,3.3 tỷ,4 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cơ bản về ở được luôn.,Tây - Nam,Tây - Nam
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",48 m²,4.85 tỷ,,,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",41 m²,4.6 tỷ,4 m,,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội",50 m²,6.5 tỷ,,,5 tầng,,,,,,
"Phố Mai Phúc, Phường Phúc Đồng, Long Biên, Hà Nội",39 m²,3.5 tỷ,7.75 m,2.8 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ để lại cho người mua.,Tây - Nam,
"Ngõ 105, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",77.8 m²,Thỏa thuận,5.2 m,,8 tầng,20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",38 m²,3.2 tỷ,,,4 tầng,,3 phòng,Sổ đỏ.,,,
"Ngõ 68, Đường Triều Khúc, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",40 m²,Thỏa thuận,3.5 m,2 m,6 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Ngõ 61, Phố Phạm Tuấn Tài, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",65 m²,13.7 tỷ,3.85 m,5 m,4 tầng,6 phòng,4 phòng,Sổ đỏ chính chủ,Đầy đủ,Đông - Nam,Đông - Nam
"Ngõ 37 Lê Thanh Nghị, Phường Bạch Mai, Hai Bà Trưng, Hà Nội.",38 m²,5.4 tỷ,3 m,2.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất hiện đại,Đông - Nam,
"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",45 m²,2.85 tỷ,5 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phường La Khê, Hà Đông, Hà Nội",108 m²,17.6 tỷ,,,,,,,,,
"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",70 m²,11.2 tỷ,,,6 tầng,18 phòng,18 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Vũ Trọng Phụng, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",60 m²,6.58 tỷ,4.3 m,3 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Láng, Phường Ngã Tư Sở, Đống Đa, Hà Nội",65 m²,4.8 tỷ,,,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Quan Nhân, Phường Trung Hòa, Cầu Giấy, Hà Nội",55 m²,25.8 tỷ,6.8 m,9 m,7 tầng,4 phòng,9 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ, sang xịn mịn",,
"Ngõ 169, đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",33 m²,3.3 tỷ,5 m,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,,
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",55 m²,10.5 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",48 m²,11 tỷ,,5 m,7 tầng,4 phòng,6 phòng,Sổ đỏ.,Đẳng cấp doanh nhân.,,
"Ngõ 1 Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",56.6 m²,4.8 tỷ,3 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Bắc,Bắc
"Ngõ 454, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",34 m²,5.4 tỷ,3.4 m,,5 tầng,3 phòng,4 phòng,,,,
"Phường Yên Nghĩa, Hà Đông, Hà Nội",62 m²,Thỏa thuận,,12.5 m,7 tầng,,7 phòng,Sẵn sổ,Sẵn nội thất cơ bản liền tường,Đông - Nam,
"Ngõ 34, Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",60 m²,4.95 tỷ,9 m,1.3 m,,,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,
"Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội",30 m²,1.3 tỷ,4 m,3 m,3 tầng,3 phòng,2 phòng,Sổ đỏ,,Đông - Nam,Đông - Nam
"Ngõ 254, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",30 m²,2.95 tỷ,4.6 m,3 m,4 tầng,,,Sổ đỏ.,,Nam,
"Ngõ 251, Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",77 m²,10.5 tỷ,5.1 m,3 m,2 tầng,,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,Tây - Nam
"Đường Hạ Hồi, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",99 m²,260 triệu/m²,,,,,,,,,
"đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",37 m²,7 tỷ,,4.5 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,,
"Đường Nước Phần Lan, Phường Tứ Liên, Tây Hồ, Hà Nội",55 m²,12.2 tỷ,5 m,8 m,5 tầng,5 phòng,3 phòng,,Full đồ nội thất.,Tây - Nam,
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",31 m²,1.85 tỷ,4 m,4 m,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,Đông - Nam,Đông - Nam
"Nhà 46 ngõ 651, Đường Minh Khai, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",57 m²,9.5 tỷ,5.5 m,8 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Nam,
"Phường Nhật Tân, Tây Hồ, Hà Nội",50 m²,14.5 tỷ,5.53 m,,7 tầng,4 phòng,,,,,
"Số 52 ngách 2, ngõ 267, Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội",48 m²,4.97 tỷ,,,4 tầng,3 phòng,4 phòng,"Sổ đỏ chính chủ, sẵn sàng giao dịch","Nhà đã được trang bị nội thất cơ bản gồm tủ bếp, điều hòa, hệ thống điện nước vệ sinh,... Như hình đi kèm.",,
"Ngách 52/228, Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",30 m²,2.9 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ.,,Tây,
"Đường Nguyễn Thái Học, Phường Văn Miếu, Đống Đa, Hà Nội",152 m²,38.5 tỷ,7 m,8 m,3 tầng,6 phòng,2 phòng,Sổ đỏ/ Sổ hồng,full,,
"Phường Thượng Thanh, Long Biên, Hà Nội",40 m²,7.5 tỷ,,13 m,5 tầng,3 phòng,4 phòng,,Full nội thất đắt tiền.,,
"Ngõ 1043, Đường Giải Phóng, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",55 m²,9.8 tỷ,4 m,5 m,5 tầng,6 phòng,5 phòng,,"Nhà xây dựng móng ép cọc bê tông có hình ảnh ghi lại, nội thất gỗ An Cường, thiết bị vệ sinh Inax, bảo hành lâu dài.",Đông,Đông
"Ngõ 211, Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",50 m²,5.98 tỷ,,,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Nội thất mới tinh đầy đủ tiện nghi,Đông,Đông
"Ngõ 93, Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",55 m²,5.9 tỷ,4.6 m,4 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất hoàn thiện cao cấp, cửa cuốn điện, cửa gỗ Lim nguyên tấm, sàn gỗ các tầng, thiết bị vệ sinh Tô Tô, trần thạch cao Vĩnh Tường, Đèn Led tiết kiệm điện...",Đông - Nam,
"Thị trấn Văn Điển, Thanh Trì, Hà Nội",52 m²,4.5 tỷ,4 m,6 m,4 tầng,,,,,Tây - Nam,
"Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",66 m²,10.2 tỷ,4.2 m,4 m,7 tầng,12 phòng,13 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất đã trang bị đầy đủ, mới tinh gồm: Vệ sinh khép kín từng phòng, điều hoà 1200k, nóng lạnh 30 lít, quạt treo tường, giường tủ, kệ bếp, tủ bếp, Wifi, công tơ điện nước riêng đầy đủ, máy giặt.",Tây - Bắc,
"Đường Ngô Tất Tố, Phường Văn Miếu, Đống Đa, Hà Nội",50 m²,6.5 tỷ,,,5 tầng,4 phòng,3 phòng,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",40 m²,11.65 tỷ,6.6 m,10 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc,Bắc
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",70 m²,11.5 tỷ,,,7 tầng,,,Đã có sổ.,Cao cấp.,,
"Số 21 ngõ 123/7, Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội",100 m²,7 tỷ,9.4 m,,3 tầng,,,,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",82 m²,28.8 tỷ,5 m,8 m,7 tầng,,,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Phường Văn Quán, Hà Đông, Hà Nội",55 m²,9.6 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,Đông - Nam,Đông - Nam
"Phường Liễu Giai, Ba Đình, Hà Nội",190 m²,48 tỷ,10 m,,8 tầng,31 phòng,31 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Gia Thụy, Long Biên, Hà Nội",40 m²,9.2 tỷ,,,,,,,,,
"Xã Phụng Châu, Chương Mỹ, Hà Nội",30 m²,1.3 tỷ,,,3 tầng,3 phòng,2 phòng,Sổ đỏ,Cơ bản ,Đông - Nam,Đông - Nam
"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",56 m²,9.85 tỷ,,,5 tầng,4 phòng,,Có sổ đầy đủ,"Nội thất nhập khẩu, Hiện đại, tiện nghi, phong cách cực đẹp ",,
"Đường Di Trạch, Xã Di Trạch, Hoài Đức, Hà Nội",34 m²,2.7 tỷ,3.3 m,4 m,4 tầng,6 phòng,4 phòng,Sổ đỏ chính chủ,"Trần, sàn, cửa gỗ cầu thang gỗ Lim. Tủ bếp gỗ tự nhiên sồi.",Đông - Nam,Đông - Nam
"Ngõ 604/49, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",43 m²,5.5 tỷ,4.85 m,7 m,5 tầng,7 phòng,3 phòng,,,Đông - Bắc,Đông - Bắc
"Ngõ Văn Hương, Phường Hàng Bột, Đống Đa, Hà Nội",34.6 m²,4.05 tỷ,5.76 m,,5 tầng,,,,,Đông - Nam,
"Dự án Đền Lừ II, Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",65 m²,22.2 tỷ,,,1 tầng,,,Sổ đỏ.,,,
"Đường Trương Công Giai, Phường Dịch Vọng, Cầu Giấy, Hà Nội",60 m²,5.3 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đủ nội thất điều hoà bếp từ tivi.,Tây - Nam,Tây - Nam
"92/31, Đường Mai Động, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",46 m²,6.24 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ.,"Trang thiết bị chọn lọc cao cấp: - Toàn bộ cửa và cầu thang gỗ Lim. - Bộ tủ bếp nhựa An Cường. - TBVS: Bàn đá, bình nóng lạnh, sen cây và bệt liền Inax nhập chính hãng. - Đã lắp sẵn vách kệ tivi.",,
"Xã La Phù, Hoài Đức, Hà Nội",32 m²,1.35 tỷ,4 m,3 m,3 tầng,3 phòng,2 phòng,Có sổ.,"1. Cầu thang gỗ Lim. 2. Dây điện Trần Phú, ống nhựa Tiền Phong. 3. Cửa Chính có 2 lớp cửa hiện đại và an toàn, Cửa nhôm kính Việt Pháp và cửa inox an toàn. 4. Cửa thông phòng gỗ Chò, tủ bếp gỗ...",Đông - Nam,Đông - Nam
"45 ngõ 66, Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",75 m²,7.2 tỷ,4.6 m,,1 tầng,,,Sổ hồng.,,,
"Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội",34 m²,14 tỷ,5 m,,4 tầng,,,Sổ đỏ,Nội thất cơ bản,,
"Phường Văn Miếu, Đống Đa, Hà Nội",32 m²,Thỏa thuận,4.1 m,,4 tầng,,,,,,
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",40 m²,3.6 tỷ,,2 m,5 tầng,3 phòng,4 phòng,Đã có sổ,,Đông - Nam,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Ngõ 92, Đường Mai Động, Phường Minh Khai, Hai Bà Trưng, Hà Nội",46 m²,6.25 tỷ,,3.5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ tiện nghi trong nhà ,,
"Ngõ 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",30 m²,4.3 tỷ,3.6 m,3 m,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện đầy đủ,,
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",45 m²,6.5 tỷ,4 m,,7 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,Tây - Nam,
"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",42 m²,4.2 tỷ,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",68 m²,12.8 tỷ,,,7 tầng,5 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,,
"Số 17/2 ngõ 72, Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",39 m²,6.89 tỷ,3.8 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Tặng 2 bình nóng lạnh , 4 điều hoà",Đông - Bắc,Đông - Bắc
"Số 18B ngõ 751, Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",30 m²,2.9 tỷ,4 m,3 m,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng.,,Đông - Nam,
"Số 59C ngõ 243, Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",18 m²,1.7 tỷ,3 m,2 m,4 tầng,3 phòng,3 phòng,,,Tây,
"Ngõ 236, Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",40 m²,7.8 tỷ,6 m,3 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,
"Ngõ 38, Phố Phương Mai, Phường Kim Liên, Đống Đa, Hà Nội",60 m²,4.95 tỷ,9 m,1.2 m,,,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,
"Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội",70 m²,13.2 tỷ,4.3 m,10 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",80 m²,30 tỷ,,,7 tầng,,,Có,,,
"Số 31 ngõ 24, Đường Kim Đồng, Phường Trương Định, Hai Bà Trưng, Hà Nội",64 m²,10.2 tỷ,4 m,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản ,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",46 m²,4.4 tỷ,7 m,2.5 m,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",122.4 m²,15.5 tỷ,8 m,,,,,,,,
"Ngõ 242, Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",45 m²,4.5 tỷ,5 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Xã Thạch Hòa, Thạch Thất, Hà Nội",120 m²,15 tỷ,6 m,7 m,8 tầng,24 phòng,26 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",38 m²,6 tỷ,,4.5 m,6 tầng,4 phòng,,Sổ đỏ chính chủ.,,,
"Ngõ 2, Đường Cầu Bươu, Xã Tân Triều, Thanh Trì, Hà Nội",33 m²,3.25 tỷ,,2.5 m,,,,,,,
