Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội",84 m²,7.95 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ.,"Sang trọng, trần thạch cao giật cấp, nội thất sang trọng.",,
"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",29 m²,4.55 tỷ,4 m,6 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,ĐẦY ĐỦ.,,
"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",80 m²,8.5 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất đầy đủ, xịn sò.",,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",51 m²,9 tỷ,5.2 m,3.5 m,4 tầng,5 phòng,5 phòng,Sổ đỏ.,Đầy đủ.,,
"Đường Lý Nam Đế, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",130 m²,30 tỷ,4.5 m,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",42 m²,4.9 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",50 m²,11.5 tỷ,,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",74 m²,12 tỷ,6 m,11 m,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",37 m²,3.6 tỷ,4.1 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",96 m²,25 tỷ,,,9 tầng,25 phòng,25 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",35 m²,5.2 tỷ,4.2 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full đồ.,,
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",120 m²,33 tỷ,6 m,6 m,6 tầng,3 phòng,,Sổ đỏ.,,,
"Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",45 m²,4.7 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Pháo Đài Láng, Phường Láng Hạ, Đống Đa, Hà Nội",62 m²,11 tỷ,5 m,10 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ cao cấp.,,
"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",54 m²,5.9 tỷ,5.35 m,2 m,2 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Hà Cầu, Phường Hà Cầu, Hà Đông, Hà Nội",55 m²,3.25 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",77 m²,10.9 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",55 m²,3.45 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Kim Giang, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",36 m²,1.8 tỷ,3.5 m,3 m,4 tầng,4 phòng,3 phòng,Có sổ đỏ riêng.,Nội thất xịn,,
"Đường Huỳnh Thúc Kháng, Phường Thành Công, Ba Đình, Hà Nội",50 m²,7.5 tỷ,8.5 m,3 m,4 tầng,2 phòng,3 phòng,Sổ đỏ,,Bắc,
"Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",44 m²,5.25 tỷ,5 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, sang trọng và đẳng cấp.",,
"Đường Đông Quan, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",60 m²,15 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",67 m²,7.6 tỷ,8 m,3 m,3 tầng,5 phòng,3 phòng,Sổ đỏ chính chủ.,,Tây - Nam,
"Đường Bằng Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",35 m²,2.68 tỷ,3.5 m,3 m,5 tầng,4 phòng,3 phòng,Sổ đỏ chính chủ.,- Nội thất mới.,,
"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",50 m²,11 tỷ,7 m,6 m,5 tầng,4 phòng,4 phòng,Sổ đỏ,,Đông - Bắc,
"Số 6/667, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",30 m²,2.45 tỷ,3.4 m,2 m,3 tầng,3 phòng,2 phòng,,,,
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",77 m²,7.8 tỷ,5 m,2 m,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",51 m²,Thỏa thuận,6.8 m,2.2 m,2 tầng,1 phòng,2 phòng,,,,
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",50 m²,6.35 tỷ,4 m,7 m,4 tầng,4 phòng,,Sổ đỏ,Nội thất đầy đủ,,
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",50 m²,6.35 tỷ,4 m,7 m,4 tầng,4 phòng,,Sổ đỏ,Nội thất đầy đủ,,
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",50 m²,10.5 tỷ,4.5 m,6 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Bắc,
"Đường Trần Quốc Vượng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",45 m²,5.4 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Thiết bị nội thất nhập ngoại.,,
"Ngõ 1150, Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",68 m²,17.5 tỷ,5 m,6 m,6 tầng,8 phòng,12 phòng,,,Bắc,
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",50 m²,6.5 tỷ,4 m,2.5 m,5 tầng,4 phòng,4 phòng,,,Đông,
"Đường Vĩnh Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",36 m²,4.09 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất sang trọng và đẳng cấp.,,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",55 m²,Thỏa thuận,5.4 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",43 m²,7.9 tỷ,4.6 m,10 m,5 tầng,4 phòng,4 phòng,,,Tây - Bắc,
"Ngõ 73, Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",135 m²,21.5 tỷ,6 m,5 m,8 tầng,26 phòng,26 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 213, Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",62 m²,11.5 tỷ,5 m,5 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",140 m²,27 tỷ,7 m,6 m,9 tầng,45 phòng,45 phòng,Sổ đỏ/ Sổ hồng.,,,
"214, Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",90 m²,16.5 tỷ,4.3 m,12 m,7 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Funn nội thất ,,
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",100 m²,41 tỷ,5.6 m,20 m,6 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Funll nội thất.,,
"Ngõ 3, Đường Cù Chính Lan, Phường Khương Mai, Thanh Xuân, Hà Nội",120 m²,15.5 tỷ,5 m,6 m,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",40 m²,4.4 tỷ,3.5 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 25, Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",85 m²,10.2 tỷ,4.3 m,5 m,4 tầng,4 phòng,5 phòng,Sổ đỏ,,,
"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",115 m²,Thỏa thuận,16 m,,,,,Sổ đỏ.,,,
"Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",130 m²,21 tỷ,6 m,4 m,8 tầng,26 phòng,26 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",120 m²,29.6 tỷ,7 m,6 m,8 tầng,42 phòng,42 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 3, Đường Cù Chính Lan, Phường Khương Đình, Thanh Xuân, Hà Nội",120 m²,15.5 tỷ,5 m,6 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 420/6, Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",78 m²,6.8 tỷ,5 m,3 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",90 m²,25.5 tỷ,5.4 m,10 m,9 tầng,9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",150 m²,10.6 tỷ,4.7 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",100 m²,26.5 tỷ,6.3 m,5 m,8 tầng,27 phòng,27 phòng,Sổ đỏ/ Sổ hồng,Full nội thất ,,
"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",40 m²,Thỏa thuận,3.8 m,2 m,6 tầng,4 phòng,5 phòng,Sổ đỏ chính chủ.,,Đông - Nam,
"Ngõ 376, Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",42 m²,4.5 tỷ,4 m,3 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Văn Lương, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",140 m²,27 tỷ,8 m,4 m,8 tầng,40 phòng,40 phòng,Sổ đỏ/ Sổ hồng,FUNLL NỘI THẤT,,
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",100 m²,14.8 tỷ,6.5 m,6 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Kim Giang, Phường Định Công, Hoàng Mai, Hà Nội",33 m²,3.75 tỷ,3.4 m,4 m,4 tầng,4 phòng,3 phòng,,,Nam,
"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",30 m²,3.2 tỷ,4 m,3 m,6 tầng,3 phòng,4 phòng,,,Tây,
"Ngõ 191, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",55 m²,6.1 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,Đông - Nam,Đông - Nam
"Phường Trung Văn, Nam Từ Liêm, Hà Nội",110 m²,23 tỷ,,,,40 phòng,,,,,
"Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",46 m²,11.9 tỷ,,,6 tầng,,,Đã có sổ đỏ,,,
"Đường Cao Trung 2, Xã Đức Giang, Hoài Đức, Hà Nội",37.5 m²,1.52 tỷ,4.3 m,2 m,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,"Điều hoà, tủ bếp, máy lọc nước, bàn ghế",Đông - Nam,
"Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",72 m²,20 tỷ,7 m,,4 tầng,,,Sổ đỏ,,,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",40 m²,12.2 tỷ,3.8 m,7 m,7 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",72 m²,23.5 tỷ,5 m,6 m,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cao cấp.,,
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",50 m²,8.8 tỷ,3.9 m,3.5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ,,Đông,
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",40 m²,4.38 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đào Tấn, Phường Liễu Giai, Ba Đình, Hà Nội",45 m²,6.8 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 175, Đường Võ Chí Công, Phường Bưởi, Tây Hồ, Hà Nội",40 m²,5 tỷ,4 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",67 m²,7.6 tỷ,8 m,3.5 m,3 tầng,5 phòng,3 phòng,Sổ đỏ chính chủ.,,Đông - Nam,
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",40 m²,5 tỷ,4 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Đường Tam Khương, Phường Khương Thượng, Đống Đa, Hà Nội",66 m²,18.8 tỷ,6 m,,6 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",45 m²,Thỏa thuận,,,,,,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",38 m²,8.6 tỷ,3.6 m,4.5 m,4 tầng,4 phòng,3 phòng,,,Tây,
"Phố Vũ Tông Phan, Phường Khương Trung, Thanh Xuân, Hà Nội",55 m²,Thỏa thuận,4.2 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",70 m²,29 tỷ,5.8 m,20 m,5 tầng,6 phòng,5 phòng,Đã có sổ,Cao cấp,,
"Ngõ 663, Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",32 m²,3.65 tỷ,3.5 m,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ.,Đầy đủ nội thất.,Nam,
"Ngõ 124, Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",45 m²,8.3 tỷ,4 m,4 m,6 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Ngõ 82, Phố Chùa Bộc, Phường Trung Tự, Đống Đa, Hà Nội",42 m²,5.52 tỷ,3.5 m,3 m,4 tầng,6 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Mai Động, Phường Mai Động, Hoàng Mai, Hà Nội",55 m²,7.65 tỷ,4 m,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Nam,
"Đường Thanh Nhàn, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",35 m²,5.3 tỷ,3.65 m,,5 tầng,3 phòng,4 phòng,,,,
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",65 m²,15.8 tỷ,,,,,,Sổ đỏ,,Bắc,
"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",35 m²,3.85 tỷ,,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",40 m²,5.2 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,,
"Ngõ 179, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",30 m²,4.25 tỷ,3.5 m,5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,,
"Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",40 m²,4.1 tỷ,3.5 m,4 m,3 tầng,3 phòng,2 phòng,Sổ đỏ.,,,
"Đường Kim Ngưu, Phường Đống Mác, Hai Bà Trưng, Hà Nội",41 m²,7.5 tỷ,4 m,2.5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất ngoại nhập,,
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",30 m²,3.2 tỷ,,3 m,5 tầng,3 phòng,4 phòng,Sổ hồng.,,,
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",82 m²,15.8 tỷ,9 m,3 m,7 tầng,25 phòng,25 phòng,Sổ đỏ,Full nội thất.,,Đông - Nam
"Đường Ngọc Thụy, Phường Bồ Đề, Long Biên, Hà Nội",40 m²,3.35 tỷ,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",45 m²,7 tỷ,3.8 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường Láng, Đống Đa, Hà Nội",38 m²,4 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ chính chủ,Full,,
"Ngõ 666, Đường Bạch Đằng, Phường Chương Dương Độ, Hoàn Kiếm, Hà Nội",36 m²,4.35 tỷ,,,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",42 m²,3.2 tỷ,,,4 tầng,3 phòng,,Sổ đỏ.,,,
"Đường Láng, Phường Ngã Tư Sở, Đống Đa, Hà Nội",40 m²,5.29 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,,,,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",47 m²,5 tỷ,,,,,,,,,
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",37 m²,4.35 tỷ,,,5 tầng,,,Sổ đỏ chính chủ.,,,
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",42 m²,3.8 tỷ,,,,,,,,,
"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",80 m²,17 tỷ,,,,,,Sổ đỏ.,,,
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",62 m²,11.8 tỷ,4.3 m,5 m,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ tiện nghi .,,
"Ngõ 444, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",40 m²,5.5 tỷ,3.6 m,3 m,5 tầng,5 phòng,4 phòng,,Nội thất cơ bản đầy đủ,Bắc,Bắc
"Xã Kim Chung, Hoài Đức, Hà Nội",30 m²,Thỏa thuận,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",55 m²,8.2 tỷ,4.5 m,5 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",86 m²,14 tỷ,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Lĩnh Nam, Hoàng Mai, Hà Nội",35 m²,3.3 tỷ,,,5 tầng,,,,,,
"Phố Đốc Ngữ, Phường Cống Vị, Ba Đình, Hà Nội",40 m²,14.85 tỷ,4.4 m,5 m,,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",58 m²,8.3 tỷ,,5 m,4 tầng,4 phòng,4 phòng,,,,
"Ngõ 8, đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",62 m²,8.7 tỷ,6 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",42 m²,3 tỷ,,4 m,2 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Chủ để lại toàn bộ,,
"Ngõ 325, Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",35 m²,4.2 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Chủ nhà tâm huyết, hoàn thiện tỉ mỉ đến từng chi tiết, cầu thang tay vịn gỗ, cửa ra vào là gỗ lim nguyên tấm, các phòng vệ sinh, thiết bị vệ sinh ToTo. Nội thất đầy đủ, chất lượng toàn đồ chính hãng",,
"Ngõ 651, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",58 m²,5.35 tỷ,4 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Các phòng ngủ đều lát sàn gỗ tự nhiên, cửa thông phòng và bậc cầu thang đều là gỗ lim, thiết bị vệ sinh nhập khẩu, trần thạch cao các tầng.",,
"Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",55 m²,7.75 tỷ,3.6 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Nhà hoàn thiện nội thất cao cấp đẹp, cửa cuốn điện, hệ thống cửa các phòng toàn gỗ Lim nguyên khối, sàn gỗ Malaysia, thiết bị vệ sinh cao cấp, vách tắm kính, đèn chùm trang trí cao cấp, xịn.",,
"Ngõ 325, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",35 m²,4.2 tỷ,4 m,3 m,4 tầng,4 phòng,4 phòng,SĐCC,"Nội thất hiện đại, trần thạch cao các tầng, sàn gỗ và tay vịn cầu thang gỗ, thiết bị vệ sinh hiện đại, phòng tắm đã lắp sẵn bình nóng lạnh...",,
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",45 m²,Thỏa thuận,,,,,,Sổ đỏ/ Sổ hồng,,,
"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",76 m²,5.35 tỷ,,2.5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Các phòng ngủ đều lát sàn gỗ tự nhiên, cửa thông phòng và bậc cầu thang đều là gỗ lim, thiết bị vệ sinh nhập khẩu, trần thạch cao các tầng.",,
"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",43 m²,5 tỷ,4.3 m,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Nội thất hiện đại, trần ốp thạch cao - sàn gỗ các tầng, thiết bị vệ sinh nhập ngoại cao cấp...",,
"Phố Yên Lạc, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",55 m²,7.75 tỷ,3.8 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Nhà hoàn thiện nội thất cao cấp đẹp, cửa cuốn điện, hệ thống cửa các phòng toàn gỗ Lim nguyên khối, sàn gỗ Malaysia, thiết bị vệ sinh cao cấp, vách tắm kính, đèn chùm trang trí cao cấp, xịn.",,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",75 m²,5.35 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,SĐCC,"Các phòng ngủ đều lát sàn gỗ tự nhiên, cửa thông phòng và bậc cầu thang đều là gỗ lim, thiết bị vệ sinh nhập khẩu, trần thạch cao các tầng.",,
"Đường Lý Nam Đế, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",20 m²,3.8 tỷ,4 m,,6 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,Nội thất sang trọng ,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",75 m²,5.35 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,SĐCC,"Các phòng ngủ đều lát sàn gỗ tự nhiên, cửa thông phòng và bậc cầu thang đều là gỗ lim, thiết bị vệ sinh nhập khẩu, trần thạch cao các tầng.",,
"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",76 m²,5.35 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,SĐCC,"Các phòng ngủ đều lát sàn gỗ tự nhiên, cửa thông phòng và bậc cầu thang đều là gỗ lim, thiết bị vệ sinh nhập khẩu, trần thạch cao các tầng.",,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",46 m²,5.4 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",55 m²,8.6 tỷ,,,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Số 14/9h ngõ 8, đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",45 m²,6.85 tỷ,,,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Bưởi, Phường Bưởi, Tây Hồ, Hà Nội",69 m²,22.8 tỷ,6 m,6 m,6 tầng,5 phòng,,Sổ đẹp phân lô,Đầy đủ nội thất khách sạn 5*.,,
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",36 m²,5.5 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ đẹp chính chủ,Đầy đủ về ở luôn ,,
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",80 m²,23 tỷ,5 m,5 m,3 tầng,4 phòng,3 phòng,Sổ đỏ phân lô đẹp,Cơ bản đẹp,,
